Area_Name,Postal_code,Lat,Lon
Maloot,10031,33.0139,73.7889
Dab Sandoha,10041,31.0833,72.55
Malki,10021,27.6528,68.8875
Mangloora,10031,33.0139,73.7889
Bharing (A.K),10030,32.9708,73.9806
Khaliq Nagar,10031,33.0139,73.7889
Ahla,10021,27.6528,68.8875
Gherara,10021,27.6528,68.8875
Kangra,10031,33.0139,73.7889
Watala,10010,30.7819,71.6511
Patni,10021,27.6528,68.8875
Sokasan,10041,31.0833,72.55
Kadhala,10034,32.9708,73.9806
Saryala Chappar,10011,30.7819,71.6511
Barnala,10020,31.6333,73.1
Thub,10021,27.6528,68.8875
Mora Sadha,10031,33.0139,73.7889
Barsali,10031,33.0139,73.7889
Bhimber,10040,32.9833,74.0667
Randian,10041,31.0833,72.55
Jandi Chountra,10041,31.0833,72.55
Dhal Khumba,10101,33.1908,73.1172
Daoora,10041,31.0833,72.55
Baghsar,10051,30.7819,71.6511
Sammani,10060,30.7819,71.6511
Dana,10081,33.1556,74.0972
Darhal Gaggan,10061,30.65,70.7167
Bindi,10061,30.65,70.7167
Bangla Sadabad,10050,30.7819,71.6511
Khanda,10101,33.1908,73.1172
Mirpur City P.O,10250,33.1446137,73.7331095
Chitter Pari (Ak),10230,31.4736,74.2431
Chowki,10080,25.0261,66.8833
Mangla Dam,10200,31.4736,74.2431
Haripur,10101,33.1908,73.1172
Potha Bungish,10301,33.4574,73.2244
Mirpur Agency Npo,10250,33.1446137,73.7331095
Khurmanabad,10251,31.4736,74.2431
Chandrali,10251,31.4736,74.2431
Kharak,10251,31.4736,74.2431
Kandore,10311,34.1078,71.1414
Khaliqabad,10251,31.4736,74.2431
Samlotha,10311,34.1078,71.1414
Siakh,10300,33.4574,73.2244
Khadimabad (A.K.),10310,34.1078,71.1414
Afzal Pur,10360,33.4574,73.2244
Batli,10321,34.4136,72.9211
Bheli,10301,33.4574,73.2244
Janglian Kotla,10361,33.4574,73.2244
Chechian (Ak),10350,33.4574,73.2244
Poona,10100,33.1908,73.1172
Sanwal Sharif,10361,33.4574,73.2244
Chhattroh,10320,34.4136,72.9211
Jatli (Ak),10380,33.0118,73.8604
Sohang,10381,32.9333,73.7833
Banni,10370,33.6333,73.0667
Ali Beg,10381,32.9333,73.7833
Kalri,10381,32.9333,73.7833
Baroh,10081,33.1556,74.0972
Sukh Chainpur,10381,32.9333,73.7833
Mirpur Gpo,10250,33.1446137,73.7331095
Dhamawa,10460,32.1667,73.0741
Barjah,10070,33.1611,73.9806
Panjeri,10400,33.0167,73.9167
Fakrot,10401,33.0167,73.9167
Jhailla,10401,33.0167,73.9167
Rahian,10381,32.9333,73.7833
Gora Nakka,10381,32.9333,73.7833
Gurha Kunjal,10401,33.0167,73.9167
Sanyah,10481,30.0,71.8833
Kalyal Bainsi,10471,33.4833,73.4222
Jatti Dheri,10480,30.0,71.8833
Mawa,10471,33.4833,73.4222
Akal Garh,10470,33.4833,73.4222
Kanel,10501,33.2806,73.7639
Sehar,10481,30.0,71.8833
Boha Dhangri (Ak),10490,32.1667,73.0741
Panwam,10501,33.2806,73.7639
Potha Bainsi,10450,32.1667,73.0741
Asif Abad,10491,32.1667,73.0741
Perahi,10521,33.5564,73.3889
Chak Sawari,10500,33.2472,73.7833
Khan Abad,10521,33.5564,73.3889
Rajdhani,10521,33.5564,73.3889
Dadyal Khurd,10530,33.3447904,73.6892217
Palak (A.K.),10520,33.5564,73.3889
Pind Kalan,10501,33.2806,73.7639
Chhanni Kuntal,10401,33.0167,73.9167
Toneen,10081,33.1556,74.0972
Thathi,10451,33.1992,72.1322
Khadora Kalan,10381,32.9333,73.7833
Balloh,10531,30.4833,71.9
Chowk Sahiban,10521,33.5564,73.3889
Haveli Begal,10531,30.4833,71.9
Doliah Jattan,10521,33.5564,73.3889
Onah,10531,30.4833,71.9
Raipur,10531,30.4833,71.9
Jarahi,10521,33.5564,73.3889
Thub,10531,30.4833,71.9
Sandai,10541,34.7661,72.6761
Sanwala Piran,10545,33.8081,72.6797
Ghaneer,10545,33.8081,72.6797
Holar,11015,34.8333,71.5731
Baran Bhatta,11015,34.8333,71.5731
Sanot,10551,33.4889,73.8667
Chhochh,10531,30.4833,71.9
Hajiabad,11011,34.8333,71.5731
K.D. Khan,10550,33.4889,73.8667
Thara,10544,33.8081,72.6797
Barigurha,11011,34.8333,71.5731
New Afzalpur,11011,34.8333,71.5731
Baroian,11011,34.8333,71.5731
Ratta,10540,32.85,72.6833
Darruni Bathroi,10531,30.4833,71.9
Sorakhi,10541,34.7661,72.6761
Potha,11014,33.95,73.5
Sochani,10531,30.4833,71.9
Sehnsa,11010,34.8333,71.5731
Kaljoor,10551,33.4889,73.8667
Tarala,11015,34.8333,71.5731
Durlian Gujran,11031,33.6361,73.8986
Kritot,11015,34.8333,71.5731
Ainti,11015,34.8333,71.5731
Pateri,11041,25.4375,68.0083
Gulpur (Ak),11030,33.6361,73.8986
Kajlani,11031,33.6361,73.8986
Nar,11040,25.4375,68.0083
Khawas,11031,33.6361,73.8986
Pilat Pian,11015,34.8333,71.5731
Samror,11101,33.5472,73.8292
Seher Mandi,11020,31.3023,71.16
Doongh,11101,33.5472,73.8292
Sarhota,11101,33.5472,73.8292
Roli,11101,33.5472,73.8292
Danna,11101,33.5472,73.8292
Kotli (A.K.),11100,33.4815,73.9178
Aghar,11101,33.5472,73.8292
Qamrooti,11101,33.5472,73.8292
Kurti,11101,33.5472,73.8292
Chowki Tinda,11101,33.5472,73.8292
Sarsawa,11110,33.4633,73.9229
Sawar,11161,33.5806,73.9444
Chhani,11121,33.0111,73.9306
Tatta Pani,11160,33.5175209,73.8961205
Siah Sharif,11121,33.0111,73.9306
Gunni Malni,11150,33.4633,73.9229
Goi,11161,33.5806,73.9444
Anhoi Sarhota,11111,33.4633,73.9229
Odeh Sharif,11121,33.0111,73.9306
Panjera,11120,33.5694,73.8306
Datoot,11171,33.4633,73.9229
Narali,11161,33.5806,73.9444
Fatehpur Thakiala,11170,33.4633,73.9229
Dhanwan,11161,33.5806,73.9444
Karela Majhan,11171,33.4633,73.9229
Chowki Mong,11190,33.4633,73.9229
Bihal,11201,34.2264,73.1111
Khui Ratta (A.K.),11200,34.2264,73.1111
Jandrot,11171,33.4633,73.9229
Andarla Kothera,11211,32.5708,73.0981
Dabsi,11171,33.4633,73.9229
Bal Brahmana,11220,30.25,72.2833
Ghian Gujran,11201,34.2264,73.1111
Manjwal Sharif,11201,34.2264,73.1111
Bharot Gala,11211,32.5708,73.0981
Dhanna,11201,34.2264,73.1111
Dargoti,11211,32.5708,73.0981
Khor Rachhala,11211,32.5708,73.0981
Ghaura,11201,34.2264,73.1111
Seri,11210,34.65,73.7667
Khankah Kothera,11251,32.5708,73.0981
Kala Dab,11260,33.2361,73.9
Juna,11221,30.25,72.2833
Azad Pattan A.K.,12000,33.6764,73.1105
Charhoi,11250,32.5708,73.0981
Jhenjal Hill,12011,33.7167,73.7
Bong Colony,12010,33.7167,73.7
Sehr Hajnal Kot,12071,33.6764,73.1105
Namb,12011,33.7167,73.7
Palandri,12010,33.7167,73.7
Mandhether,11201,34.2264,73.1111
Barohi,12001,33.6764,73.1105
Phalian,12011,33.7167,73.7
Sawa,12001,33.6764,73.1105
Betran,12011,33.7167,73.7
Gohr Bazar,12071,33.6764,73.1105
Kuliah Bazar,12011,33.7167,73.7
Biliannar,12011,33.7167,73.7
Dhar Dharachb,12011,33.7167,73.7
Barian,12030,31.5292,71.2167
Jhanda Cagla,12011,33.7167,73.7
Manoota,12071,33.6764,73.1105
Mungriot,12011,33.7167,73.7
Panthal,12011,33.7167,73.7
Sehr Bosata,12071,33.6764,73.1105
Tarar Khel,12080,33.7611,73.7583
Nalian,12070,33.6764,73.1105
Sehr Hafizabad,12011,33.7167,73.7
Dhar Dharachn,12011,33.7167,73.7
Habib Abad,12081,34.3505,73.3294
Pakhonar,12130,30.631,71.5611
Qillan,12090,33.6764,73.1105
Tangi Gala,12081,34.3505,73.3294
Jandali,12081,34.3505,73.3294
Baluch,12120,28.2458,68.3861
Baithak Bazar,12100,30.631,71.5611
Chamba Gali,12121,28.2458,68.3861
Garala,12081,34.3505,73.3294
Barriot,12081,34.3505,73.3294
Hajeera,12160,28.4833,70.2236
Hamruta,12151,30.631,71.5611
Natha Gala,12081,34.3505,73.3294
Narrian,12081,34.3505,73.3294
Anhari,12081,34.3505,73.3294
Rahimabad,12110,28.4,69.9333
Char Biar,12151,30.631,71.5611
Darbar Sharif Narian,12081,34.3505,73.3294
Gala Kaniyata,12150,30.631,71.5611
Gran Dhamikan,12121,28.2458,68.3861
Kot Gala Kawali,12151,30.631,71.5611
Akramabad,12161,28.4833,70.2236
Rakkar,12184,30.7514,73.8361
Maindla,12170,33.7333,73.9597
Bessari,12161,28.4833,70.2236
Aakhorban,12161,28.4833,70.2236
Kathira,12161,28.4833,70.2236
Narian,12161,28.4833,70.2236
Tanda,12171,30.1076,70.8458
Tatrinote,12171,30.1076,70.8458
Darikot,12161,28.4833,70.2236
Ghambir,12171,30.1076,70.8458
Sarrari,12161,28.4833,70.2236
Thandi Kassi,12181,26.9167,68.0333
Devi Gali,12161,28.4833,70.2236
Thai,12181,26.9167,68.0333
Darra Sher Khan,12175,31.8997,72.4087
Karichroon,12161,28.4833,70.2236
Kakuta,12171,30.1076,70.8458
Mandhole,12180,33.6833,73.9361
Sehra,12174,33.65,73.9833
Palangi,12201,33.8778,74.0278
Abbas Pur,12200,33.8584413,73.7597855
Chirikot,12201,33.8778,74.0278
Aliabad,12211,34.3056,73.2097
Gogdar,12201,33.8778,74.0278
Mandher,12211,34.3056,73.2097
Suli,12211,34.3056,73.2097
Kalali,12211,34.3056,73.2097
Kahoota(A.K),12210,32.3338,73.0682
Behdi,12211,34.3056,73.2097
Tangeraam,12201,33.8778,74.0278
Tangari,12211,34.3056,73.2097
Degwar Terwan,12211,34.3056,73.2097
Khurshid Abad,12211,34.3056,73.2097
Bassian,12211,34.3056,73.2097
Kangran,12211,34.3056,73.2097
Dothan,12251,33.8139,73.8514
Khaigala,12250,33.8139,73.8514
Kohkot,12251,33.8139,73.8514
Ban Baikh Bazar,12251,33.8139,73.8514
Androte,12301,33.7181,73.7833
Alisojal,12251,33.8139,73.8514
Chotta Gala,12260,34.4778,72.9253
Muslinabad,12301,33.7181,73.7833
Jewar,12260,34.4778,72.9253
Nur,12311,24.9206,67.0703
Gali Bazar Jandali,12261,32.9048,73.4074
Mong,12300,32.65,73.5167
Pattan Sher Khan,12301,33.7181,73.7833
Bossa Gala,12311,24.9206,67.0703
Banjoosa,12261,32.9048,73.4074
Islampura,12301,33.7181,73.7833
Rehera,12320,31.8913,72.4669
Thorar,12310,31.8913,72.4669
Bhalgran Surdari,12311,24.9206,67.0703
Lunjgran,12330,31.8913,72.4669
Rawalakot Gpo,12350,31.0295,71.6782
Chappri Bazar,12331,31.8913,72.4669
Tian,12311,24.9206,67.0703
Dhamni,12351,32.1803,72.9375
Mohri Farman Shah,12400,32.4333,72.3681
Tarar,12351,32.1803,72.9375
Hussain Kot,12351,32.1803,72.9375
Singola,12351,32.1803,72.9375
Kharik,12351,32.1803,72.9375
Drake,12351,32.1803,72.9375
Chitra Topi,12351,32.1803,72.9375
Paniola,12420,32.4333,72.3681
Jandala,12421,32.4333,72.3681
Thalla,12421,32.4333,72.3681
Jandathi Bazar,12421,32.4333,72.3681
Sanghar Bazar,12411,32.4333,72.3681
Khud Bazar,12421,32.4333,72.3681
Musta Nara,12421,32.4333,72.3681
Hurnamaira,12410,32.4333,72.3681
Bengion,12421,32.4333,72.3681
Chak Dhamni,12380,31.8913,72.4669
Upper Sudhan,12501,33.4903,73.9938
Pachiot,12430,32.4333,72.3681
Bana Kha,12421,32.4333,72.3681
Chattar No.1,12501,33.4903,73.9938
Bagh Gpo,12500,34.0526755,73.8147849
Datoot,12440,32.4333,72.3681
Salian Maldayalan,12501,33.4903,73.9938
Paddar Gulsher Khan,12501,33.4903,73.9938
Arja Apo,12460,32.4333,72.3681
Dhondhar,12501,33.4903,73.9938
Harighel,12480,32.4333,72.3681
Sudhan Gali,12501,33.4903,73.9938
Sambalri Gala,12441,32.4333,72.3681
Behari,12441,32.4333,72.3681
Kharl Panayali,12501,33.4903,73.9938
Banni Minhasan,12501,33.4903,73.9938
Kotala,12501,33.4903,73.9938
Chattar No.2,12501,33.4903,73.9938
Meiman Pura,12501,33.4903,73.9938
Naryola,12501,33.4903,73.9938
Barikot,12560,34.7736,71.9042
Birpani,12510,34.0542,73.7556
Kharal Abbasian,12520,32.8295,73.5358
Dhulli,12570,32.8667,72.2
Jaglari,12503,32.9722,74.2833
Thub,12503,32.9722,74.2833
Sangir Bathara,12601,28.8197,62.765
Mallote,12502,33.4903,73.9938
Bees Bagla,12503,32.9722,74.2833
Reera Bazar,12550,24.9618257,67.1195529
Raikot,12571,30.2833,72.4
Dhirkot,12600,33.9157682,74.1437144
Kanyati,12601,28.8197,62.765
Hans Chowki,12601,28.8197,62.765
Makhyala,12601,28.8197,62.765
Paddor Master Khan,12601,28.8197,62.765
Jhala Bazar,12601,28.8197,62.765
Jolie Cheer,12601,28.8197,62.765
Ghani Abad,12601,28.8197,62.765
Chamyati,12631,28.8197,62.765
Rangla Apo,12610,34.0500528,73.6403815
Sohawa Sharif,12621,28.8197,62.765
Kohala,13000,31.0667,72.8333
Seri Bandi,12621,28.8197,62.765
Chamankot,12630,28.8197,62.765
Donga Kahutter,12621,28.8197,62.765
Isakhumari,12639,28.8197,62.765
Chirala,12620,28.8197,62.765
Dana Kachilli,13020,31.8458,72.4917
Ambore,13101,34.2722,73.4722
Sikandar Abad,12621,28.8197,62.765
Muzaffarabad Gpo,13100,34.3459839,73.4677578
Kundi,12639,28.8197,62.765
Rajpothi,13021,31.8458,72.4917
Bhan,13001,32.625,72.15
Cherh,12351,32.1803,72.9375
Kottarala,13021,31.8458,72.4917
Masina Kalan,13101,34.2722,73.4722
Langarpura,13101,34.2722,73.4722
Rara,13101,34.2722,73.4722
Pattan Khurd,13101,34.2722,73.4722
Saran,13151,34.3819,73.5278
Majhorte,13101,34.2722,73.4722
Nambal,13101,34.2722,73.4722
Tarrachh Bazar,13101,34.2722,73.4722
Dhanni Bore,13101,34.2722,73.4722
Khunbandi,13101,34.2722,73.4722
Soi Bazar,13101,34.2722,73.4722
Garahi Dupatta,13150,34.2903,73.6042
Jessoa Bazar,13101,34.2722,73.4722
Chirkpura,13101,34.2722,73.4722
Pattan Kalan,13101,34.2722,73.4722
Pakgali,12351,32.1803,72.9375
Shujahabad,12351,32.1803,72.9375
Mong Bajri,12470,32.4333,72.3681
Salolbandi,13101,34.2722,73.4722
Nagri Mujahidabad,13101,34.2722,73.4722
Qulian Bazar,13101,34.2722,73.4722
Majoohan,13101,34.2722,73.4722
Phulair Bazar,13101,34.2722,73.4722
Koomi Kot,13151,34.3819,73.5278
Kakarwara,13151,34.3819,73.5278
Leepa,13161,34.477,73.7948
Jhand Gran,13151,34.3819,73.5278
Azizabad,12311,24.9206,67.0703
Chikar,13170,36.3833,75.7833
Dachore Miran,13151,34.3819,73.5278
Noon Bagla,13171,34.131472,73.6562598
Sulmia,13171,34.131472,73.6562598
Pajja Sharif,13171,34.131472,73.6562598
Mushtamba,13171,34.131472,73.6562598
Rahim Kot,13171,34.131472,73.6562598
Reshian,13181,34.2583,73.8222
Lamnia,13181,34.2583,73.8222
Chenari,13190,34.15,73.8167
Hattian Bala,13180,34.2292,73.8028
Jandali Janoobi,13171,34.131472,73.6562598
Phagwan Dopatta,13151,34.3819,73.5278
Mera Khurd,13171,34.131472,73.6562598
Chattian,13151,34.3819,73.5278
Maira Saru,13171,34.131472,73.6562598
Sharian,13181,34.2583,73.8222
Saidpur,13201,27.2833,67.6667
Pattika,13210,32.1762,71.8219
Gujarbandi,13191,34.477,73.7948
Rajpain,13201,27.2833,67.6667
Chokothi,13191,34.477,73.7948
Devlian,13211,32.1762,71.8219
Kahuri,13200,27.2833,67.6667
Battal,13201,27.2833,67.6667
Saryan,13201,27.2833,67.6667
Bat Dara,13211,32.1762,71.8219
Kunkian,13211,32.1762,71.8219
Behari,13211,32.1762,71.8219
Athmaqam,13230,34.8333,74.3667
Dudnial,13231,34.8333,74.3667
Bhalgran,13221,34.4119,73.4325
Kel,13231,34.8333,74.3667
Machira,13211,32.1762,71.8219
Jura Bazar,13221,34.4119,73.4325
Dosute,13231,34.8333,74.3667
Kutton,13231,34.8333,74.3667
Kundal Shah,13231,34.8333,74.3667
Samagial,14101,35.4,73.8333
Chilas (Lsg),14100,35.4,73.8333
Sharda,13231,34.8333,74.3667
Gunner Form,14101,35.4,73.8333
Sargan,13231,34.8333,74.3667
Thore,14101,35.4,73.8333
Lawat,13231,34.8333,74.3667
Dawarian,13231,34.8333,74.3667
Phulwaih,13231,34.8333,74.3667
Neelam,13231,34.8333,74.3667
Bunji,14200,35.6667,74.6
Harcho,14201,35.4833,74.7667
Lower Doyan,14201,35.4833,74.7667
Astore,14300,35.3667,74.85
Gudai,14301,34.5403,73.8528
Dashkin,14201,35.4833,74.7667
Jaglot Tangir,14101,35.4,73.8333
Tharisling,14301,34.5403,73.8528
Minimarg,14301,34.5403,73.8528
Rampur,14301,34.5403,73.8528
Gultari (Seasonal),14301,34.5403,73.8528
Mir Malik,14301,34.5403,73.8528
Rattu,14301,34.5403,73.8528
Pakora,14301,34.5403,73.8528
Nomal,15101,35.8833,74.4333
Jutal,15101,35.8833,74.4333
Gilgit Gpo,15100,35.9742517,74.4140271
Chilam,14400,31.7875,73.5556
Bubar,15101,35.8833,74.4333
Darela Bala,14301,34.5403,73.8528
Gurikot,14301,34.5403,73.8528
Ghulapur,15101,35.8833,74.4333
Peena,14301,34.5403,73.8528
Singal,15101,35.8833,74.4333
Jagir Basin,15101,35.8833,74.4333
Rahimabad,15101,35.8833,74.4333
Minawar,15101,35.8833,74.4333
Khangrol,14301,34.5403,73.8528
Karnah,13220,34.4119,73.4325
Gumari,14101,35.4,73.8333
Shyrote,15101,35.8833,74.4333
Jaglote Sai,15101,35.8833,74.4333
Jutial,15150,30.2864153,71.9321278
Sher Qilla,15101,35.8833,74.4333
Sassi,15101,35.8833,74.4333
Ashkomen,15201,34.3563,73.2067
Khalti,15301,34.6786,71.7917
Immit,15201,34.3563,73.2067
Naltar,15101,35.8833,74.4333
Chhashi,15301,34.6786,71.7917
Sumal,15201,34.3563,73.2067
Phander,15301,34.6786,71.7917
Gupis,15300,36.2333,73.4333
Yasin,15301,34.6786,71.7917
Qurqulti,15301,34.6786,71.7917
Pingal,15301,34.6786,71.7917
Chatore Khand,15201,34.3563,73.2067
Gulddas,15201,34.3563,73.2067
Gahkooch,15200,34.3563,73.2067
Harf,15301,34.6786,71.7917
Burkulti,15301,34.6786,71.7917
Sindhi,15301,34.6786,71.7917
Sumayar,15601,35.6833,74.175
Mina Pin,15401,30.8958,71.8333
Thole,15401,30.8958,71.8333
Sikandarabad,15400,36.2393667,74.3958402
Aliabad,15600,36.3,74.6167
Askurdos,15601,35.6833,74.175
Nasirabad,15550,27.3833,67.9167
Teru,15350,36.1833,72.75
Hussainabad,15401,30.8958,71.8333
Hoper,15651,35.9667,74.55
Ghulmit,15401,30.8958,71.8333
Mayun,15401,30.8958,71.8333
Nagar,15650,35.4,73.8
Phikar,15601,35.6833,74.175
Budlos,15501,36.25,74.2833
Murtizabad,15601,35.6833,74.175
Chhalat,15500,36.25,74.2833
Chaprote,15501,36.25,74.2833
Ahmad Abad,15701,34.3563,73.2067
Sust,15800,34.3563,73.2067
Sarrat,15701,34.3563,73.2067
Altit,15701,34.3563,73.2067
Karimabad,15700,36.3201203,74.6680006
Chundah,16201,36.2333,73.1
Skardu Hsg,16100,34.1854836,74.9748658
Skardu Airport,16200,36.2333,73.1
Sirmik,16101,30.4375,71.2333
Nar,16101,30.4375,71.2333
Hussainabad,16101,30.4375,71.2333
Misgar,15900,36.7761,74.7656
Kirmin,15801,34.3563,73.2067
Gole,16101,30.4375,71.2333
Kuwardu,16101,30.4375,71.2333
Kachoora,16201,36.2333,73.1
Qumrah,16201,36.2333,73.1
Strangdongmo,16101,30.4375,71.2333
Sundus,16101,30.4375,71.2333
Basho,16201,36.2333,73.1
Thowar,16201,36.2333,73.1
Tormik,16201,36.2333,73.1
Stack,16201,36.2333,73.1
Churka,16301,35.6167,75.3167
Shigar,16300,35.4333,75.7333
Wazirpur,16301,35.6167,75.3167
Dasu,16301,35.6167,75.3167
Gulabpur,16301,35.6167,75.3167
Tisser,16301,35.6167,75.3167
Alchori,16301,35.6167,75.3167
Yunu,16301,35.6167,75.3167
Chatrooni,16301,35.6167,75.3167
Manthoka,16401,34.9667,76.2333
Kharmang,16401,34.9667,76.2333
Mayurdu,16401,34.9667,76.2333
Pari,16401,34.9667,76.2333
Katisho,16401,34.9667,76.2333
Kamango,16401,34.9667,76.2333
Murkun,16401,34.9667,76.2333
Mehdiabad,16400,32.1833,73.5
Baghicha,16500,34.2269,72.2058
Toltibroq,16401,34.9667,76.2333
Ghowari,16701,34.1819,73.4694
Bilargo,16601,33.8076,74.1476
Tarkati,16501,34.2269,72.2058
Tolti,16450,35.0333,76.1
Olding,16600,33.8076,74.1476
Fransat,16501,34.2269,72.2058
Yogo,16701,34.1819,73.4694
Gone,16701,34.1819,73.4694
Moral,16501,34.2269,72.2058
Doghani,16801,35.25,76.2
Kuru,16701,34.1819,73.4694
Kiris,16700,35.2333,75.95
Ghursay,16801,35.25,76.2
Machloo,16801,35.25,76.2
Thaley,16701,34.1819,73.4694
Hasanabad,16801,35.25,76.2
Pharawa,16801,35.25,76.2
Pion,16801,35.25,76.2
Surmon,16801,35.25,76.2
Khaplu(Lsg),16800,34.7926,74.8271
Dumsum,16901,33.8076,74.1476
Seeno,16901,33.8076,74.1476
Barah Bala,16801,35.25,76.2
Siksa,16801,35.25,76.2
Thagus,16900,33.8076,74.1476
Brep,17010,36.4333,72.6667
Koach,17011,31.4942,74.0189
Birzoz,17011,31.4942,74.0189
Barg,17011,31.4942,74.0189
Shust,17011,31.4942,74.0189
Broghab,17011,31.4942,74.0189
Dizk,17011,31.4942,74.0189
Lasht,17011,31.4942,74.0189
Pawar,17011,31.4942,74.0189
Zapao,17011,31.4942,74.0189
Meragram,17011,31.4942,74.0189
Mastuj,17020,36.2833,72.5167
Harichin,17030,24.0944,67.4389
Chunch,17021,33.1683,70.6947
Marting,17011,31.4942,74.0189
Chappari,17021,33.1683,70.6947
Kargeen,17021,33.1683,70.6947
Gosht,17021,33.1683,70.6947
Oveer (Charun),17051,36.0075,71.7578
Khubbala,17021,33.1683,70.6947
Sarlaspur,17021,33.1683,70.6947
Awi,17051,36.0075,71.7578
Baleem,17031,24.0944,67.4389
Parkosap,17021,33.1683,70.6947
Ramon,17031,24.0944,67.4389
Astaro,17051,36.0075,71.7578
Sano Ghore,17051,36.0075,71.7578
Zand Garam,17061,33.6624,71.8374
Booni,17050,36.0075,71.7578
Booni Gool,17051,36.0075,71.7578
Verkop,17051,36.0075,71.7578
Mazgul,17061,33.6624,71.8374
Trich Payan,17061,33.6624,71.8374
Sahrt,17061,33.6624,71.8374
Kosht,17100,36.2333,72.15
Nishku,17061,33.6624,71.8374
Zait,17111,35.6647,72.1989
Surwhoth,17081,34.6333,73.1583
Murdar,17101,34.8181,72.2167
Shut Khar,17081,34.6333,73.1583
Ujnu,17081,34.6333,73.1583
Rech,17081,34.6333,73.1583
Warkku,17081,34.6333,73.1583
Shah Gram,17080,34.6333,73.1583
Rain,17081,34.6333,73.1583
Mehr,17081,34.6333,73.1583
Muzgule,17101,34.8181,72.2167
Khot,17081,34.6333,73.1583
Rogh,17121,35.9306,71.8781
Baram Oveer,17111,35.6647,72.1989
Dronga,17111,35.6647,72.1989
Kaghuzi,17120,35.9306,71.8781
Chitral,17200,36.1527771,72.0957187
Murdan,17131,36.0224,71.5141
Garam Chashma,17130,35.995,71.5589
Kari,17201,35.2792,72.3454
Kuju,17121,35.9306,71.8781
Bagushit,17131,36.0224,71.5141
Golean,17121,35.9306,71.8781
Mori,17201,35.2792,72.3454
Paira Baig,17131,36.0224,71.5141
Birzin,17131,36.0224,71.5141
Reshun,17110,35.6647,72.1989
Para Beg,17140,35.859,71.7843
Shangosh Lotoveer,17111,35.6647,72.1989
Overbala,17111,35.6647,72.1989
Loan,17111,35.6647,72.1989
Mogh,17131,36.0224,71.5141
Kesu,17201,35.2792,72.3454
Gobor,17131,36.0224,71.5141
Barenis,17201,35.2792,72.3454
Faiz Abad,17201,35.2792,72.3454
Sangor,17201,35.2792,72.3454
Arkari,17201,35.2792,72.3454
Chamar Ron,17201,35.2792,72.3454
Denin,17201,35.2792,72.3454
Bakerabad,17201,35.2792,72.3454
Ayun,17210,35.233,72.1418
Kalashfi,17201,35.2792,72.3454
Khasgram,17201,35.2792,72.3454
Jagor,17201,35.2792,72.3454
Karimabad,17201,35.2792,72.3454
Pareet,17201,35.2792,72.3454
Kalas,17221,34.6431,73.2278
Madak Lasht,17221,34.6431,73.2278
Mada Shel,17201,35.2792,72.3454
Taar,17221,34.6431,73.2278
Bamborat,17211,35.233,72.1418
Shughur,17201,35.2792,72.3454
Mori Lasht,17201,35.2792,72.3454
Mustajaban Deh,17201,35.2792,72.3454
Drosh,17220,35.5599605,71.7967848
Jing Reet,17221,34.6431,73.2278
Saweer,17221,34.6431,73.2278
Birga Nisar,17221,34.6431,73.2278
Ursoon,17221,34.6431,73.2278
Azardam,17221,34.6431,73.2278
Broz,17230,35.233,72.1418
Nagar,17240,35.4,73.8
Ashrait,17260,35.4797,72.0189
Sair Door,17234,35.233,72.1418
Bela,18001,33.3639,70.5494
Charun,17501,33.7431,73.8639
Kalkot,18001,33.3639,70.5494
Patrak,18001,33.3639,70.5494
Mirkhani,17261,35.4686,71.7303
Parwak,17501,33.7431,73.8639
Beyar,18001,33.3639,70.5494
Dir,18000,35.1318093,72.0044253
Arandu,17250,35.3103,71.55
Thall,18001,33.3639,70.5494
Mara Gram,17501,33.7431,73.8639
Qualandi,18001,33.3639,70.5494
Biar Darangal,18051,34.1658,71.3288
Sawni,18001,33.3639,70.5494
Darora,18150,35.1025,71.9881
Jan Batti,18001,33.3639,70.5494
Chukyatan,18001,33.3639,70.5494
Barawal Bandi Edso,18100,35.0315,72.2849
Usheri Dara,18151,34.7092,72.9869
Shiringal Edso,18050,34.1658,71.3288
Gandegar,18151,34.7092,72.9869
Patan,18201,35.0667,72.1203
Sera,18151,34.7092,72.9869
Almas,18151,34.7092,72.9869
Jagam,18201,35.0667,72.1203
Barikot,18001,33.3639,70.5494
Sharingal,18050,34.1658,71.3288
Ganori,18001,33.3639,70.5494
Tarpatar,18151,34.7092,72.9869
Wari,18200,33.015,72.6911
Bibyour,18151,34.7092,72.9869
Sahibabad Edso,18201,35.0667,72.1203
Gamseer,18151,34.7092,72.9869
Jelar,18201,35.0667,72.1203
College,18301,34.7393,72.2486
Danwaa,18301,34.7393,72.2486
Haya Serai,18301,34.7393,72.2486
Seer,18251,27.7833,67.6167
Akhagram,18251,27.7833,67.6167
Shekolai,18251,27.7833,67.6167
Munjai,18301,34.7393,72.2486
Toormang,18251,27.7833,67.6167
Doryal,18251,27.7833,67.6167
Hajiabad,18301,34.7393,72.2486
Khall,18250,32.7386,70.7539
Jogabanj,18201,35.0667,72.1203
Shin Khyari,18251,27.7833,67.6167
Koto,18301,34.7393,72.2486
Timergara,18300,34.8292035,71.8402918
Latbook Dara,18301,34.7393,72.2486
Rabat,18301,34.7393,72.2486
Sado,18301,34.7393,72.2486
Kandar Bala,18301,34.7393,72.2486
Sher Khane,18301,34.7393,72.2486
Sangolai,18301,34.7393,72.2486
Akakher,18351,34.6047,71.965
