34.446799, 73.215501
34.43576, 73.215865
34.436296, 73.217857
34.434881, 73.220222
34.445647, 73.225684
34.446834, 73.221846
34.440592, 73.222761
34.439282, 73.217439
34.435979, 73.217778
34.43546, 73.229448
27.764265, 68.762647
27.750854, 68.750828
27.752302, 68.754672
27.754421, 68.761779
27.753178, 68.750888
27.744847, 68.748751
27.752587, 68.751207
27.756806, 68.768376
27.760426, 68.748756
27.745829, 68.753546
26.229303, 66.30588
26.230598, 66.318656
26.228419, 66.310476
26.235799, 66.302614
26.23709, 66.301915
26.235044, 66.305713
26.232655, 66.302468
26.227871, 66.309687
26.224699, 66.316748
26.235688, 66.315243
26.552159, 67.730801
26.560958, 67.729426
26.556707, 67.715007
26.558397, 67.726805
26.558646, 67.728541
26.549577, 67.719187
26.56525, 67.723342
26.562629, 67.716516
26.550675, 67.723088
26.563277, 67.725897
31.538708, 73.835832
31.544185, 73.823761
31.551504, 73.820229
31.535407, 73.829111
31.540476, 73.822337
31.539735, 73.834607
31.538882, 73.830275
31.554343, 73.819899
31.543239, 73.831483
31.553088, 73.823673
31.558915, 73.175327
31.577852, 73.186195
31.560087, 73.18079
31.577474, 73.181838
31.575547, 73.188847
31.576233, 73.184298
31.571329, 73.191615
31.56667, 73.191068
31.564795, 73.176087
31.567268, 73.189425
30.539959, 72.697537
30.534416, 72.690014
30.531985, 72.696082
30.520323, 72.691917
30.524943, 72.690881
30.522665, 72.687814
30.524348, 72.687676
30.529938, 72.700721
30.521213, 72.694466
30.53627, 72.700365
31.759869, 73.796825
31.744796, 73.799912
31.753468, 73.799862
31.742518, 73.798966
31.744653, 73.804789
31.756372, 73.808418
31.749107, 73.800667
31.754417, 73.803102
31.758878, 73.805869
31.751853, 73.798921
24.388537, 67.995209
24.391248, 68.001949
24.397283, 67.998319
24.387884, 67.99549
24.39795, 68.002826
24.402485, 67.997714
24.394089, 68.001291
24.393399, 68.001406
24.39509, 67.992795
24.397591, 68.001287
32.399319, 74.134789
32.411758, 74.145448
32.412238, 74.140477
32.40275, 74.131212
32.409588, 74.137781
32.403519, 74.133533
32.406495, 74.132009
32.401442, 74.134315
32.401427, 74.132012
32.414537, 74.142879
33.428287, 70.734585
33.419686, 70.743125
33.427181, 70.743428
33.429388, 70.729698
33.43096, 70.731789
33.420848, 70.744314
33.424585, 70.731478
33.427552, 70.745492
33.432145, 70.733898
33.41634, 70.736107
36.169188, 73.760819
36.186569, 73.76204
36.169793, 73.762878
36.177422, 73.765816
36.174087, 73.766245
36.185508, 73.760561
36.176369, 73.75778
36.172479, 73.758774
36.174216, 73.760583
36.182422, 73.769331
27.344923, 68.514707
27.359237, 68.511648
27.350691, 68.524468
27.346619, 68.512329
27.355041, 68.525216
27.345797, 68.518063
27.345875, 68.51442
27.348583, 68.523321
27.344423, 68.531039
27.358044, 68.519233
31.139514, 72.681525
31.152209, 72.683401
31.157665, 72.692743
31.152821, 72.682673
31.146396, 72.678708
31.145005, 72.690086
31.146853, 72.684249
31.14905, 72.675748
31.14515, 72.692204
31.149177, 72.682785
32.277727, 71.550887
32.285389, 71.548278
32.283835, 71.559211
32.271753, 71.549262
32.280133, 71.549261
32.277761, 71.563291
32.286011, 71.554103
32.284053, 71.544503
32.27491, 71.557454
32.274819, 71.545436
29.615686, 73.146498
29.611261, 73.139045
29.611081, 73.132478
29.617626, 73.142889
29.609614, 73.143068
29.606689, 73.141237
29.612725, 73.145441
29.604327, 73.132972
29.607225, 73.137315
29.613208, 73.1377
29.689269, 72.54987
29.682863, 72.546475
29.688188, 72.55155
29.692226, 72.552016
29.689731, 72.550397
29.694124, 72.551631
29.68401, 72.541432
29.695817, 72.548857
29.692904, 72.545949
29.697062, 72.545676
34.172134, 73.738292
34.159355, 73.748706
34.162173, 73.744803
34.165849, 73.747469
34.168745, 73.752793
34.168708, 73.748074
34.174299, 73.734681
34.172677, 73.746046
34.164586, 73.741205
34.173948, 73.748463
30.453586, 73.686912
30.444847, 73.693497
30.457513, 73.689342
30.458765, 73.691221
30.449988, 73.693917
30.450346, 73.693975
30.452106, 73.689122
30.45428, 73.689555
30.4431, 73.69491
30.447462, 73.684227
33.906856, 72.491157
33.902064, 72.488988
33.902091, 72.489
33.913377, 72.494183
33.90669, 72.484094
33.917026, 72.485422
33.917073, 72.4979
33.904403, 72.486647
33.918664, 72.500012
33.904778, 72.487485
27.2127, 68.409505
27.218562, 68.413867
27.210263, 68.413849
27.209512, 68.422652
27.217392, 68.406031
27.218712, 68.420684
27.213581, 68.410606
27.21155, 68.423347
27.207556, 68.41421
27.219619, 68.422314
32.648226, 74.201231
32.641364, 74.201821
32.63504, 74.207242
32.648362, 74.203393
32.633255, 74.198549
32.634594, 74.204208
32.635803, 74.199139
32.648293, 74.197494
32.63546, 74.211991
32.648742, 74.198295
26.912654, 68.515679
26.910179, 68.514486
26.914014, 68.531741
26.913946, 68.517975
26.918506, 68.512882
26.920058, 68.528245
26.906817, 68.527135
26.92415, 68.51935
26.921869, 68.517595
26.9162, 68.519772
27.065219, 68.210766
27.056333, 68.218647
27.063308, 68.213866
27.057566, 68.203171
27.056618, 68.217419
27.067329, 68.204844
27.064747, 68.217138
27.066539, 68.203129
27.066901, 68.206756
27.064587, 68.207189
