32.97676, 70.601127, 10, 220
32.983304, 70.604429, 10, 220
32.977582, 70.613014, 10, 220
32.995137, 70.61013, 10, 220
32.988452, 70.594465, 10, 220
32.979386, 70.610912, 10, 220
32.980662, 70.598704, 10, 220
32.989916, 70.599562, 10, 220
32.978556, 70.610298, 10, 220
32.985376, 70.597842, 10, 220
31.331836, 69.44945, 10, 220
31.33911, 69.440498, 10, 220
31.339972, 69.453434, 10, 220
31.332947, 69.455603, 10, 220
31.337106, 69.446389, 10, 220
31.350635, 69.439353, 10, 220
31.339456, 69.44324, 10, 220
31.338385, 69.451381, 10, 220
31.335682, 69.446677, 10, 220
31.337744, 69.457263, 10, 220
30.377251, 67.730785, 10, 220
30.385147, 67.734137, 10, 220
30.37828, 67.728239, 10, 220
30.379074, 67.718086, 10, 220
30.375488, 67.73494, 10, 220
30.378213, 67.728154, 10, 220
30.390508, 67.716149, 10, 220
30.383149, 67.733058, 10, 220
30.375798, 67.727716, 10, 220
30.383186, 67.721112, 10, 220
29.864368, 67.335842, 10, 220
29.859565, 67.338481, 10, 220
29.872668, 67.32264, 10, 220
29.857466, 67.324735, 10, 220
29.872427, 67.33701, 10, 220
29.868343, 67.335534, 10, 220
29.870374, 67.333036, 10, 220
29.866138, 67.331746, 10, 220
29.86334, 67.33356, 10, 220
29.858843, 67.325335, 10, 220
33.524807, 71.050723, 10, 220
33.522689, 71.051845, 10, 220
33.541964, 71.0553, 10, 220
33.526794, 71.06166, 10, 220
33.528481, 71.062, 10, 220
33.531761, 71.050742, 10, 220
33.530365, 71.056138, 10, 220
33.527677, 71.053005, 10, 220
33.531068, 71.058798, 10, 220
33.524477, 71.065692, 10, 220
29.53337, 67.869659, 10, 220
29.534681, 67.867358, 10, 220
29.540992, 67.878552, 10, 220
29.541091, 67.885813, 10, 220
29.538192, 67.875236, 10, 220
29.541321, 67.885323, 10, 220
29.543475, 67.883033, 10, 220
29.536066, 67.882551, 10, 220
29.538556, 67.869956, 10, 220
29.549073, 67.877477, 10, 220
27.819122, 66.606101, 10, 220
27.805331, 66.602192, 10, 220
27.810972, 66.615018, 10, 220
27.807049, 66.609556, 10, 220
27.80893, 66.605454, 10, 220
27.814881, 66.616471, 10, 220
27.802789, 66.614403, 10, 220
27.81767, 66.602452, 10, 220
27.82053, 66.60304, 10, 220
27.81702, 66.615804, 10, 220
26.460032, 65.238911, 10, 220
26.453424, 65.232654, 10, 220
26.461916, 65.227061, 10, 220
26.458466, 65.228976, 10, 220
26.457918, 65.221579, 10, 220
26.448924, 65.23177, 10, 220
26.466298, 65.235863, 10, 220
26.450762, 65.241227, 10, 220
26.465503, 65.229207, 10, 220
26.44751, 65.240707, 10, 220
28.574854, 65.411413, 10, 220
28.587058, 65.423181, 10, 220
28.583365, 65.406401, 10, 220
28.58648, 65.420255, 10, 220
28.575209, 65.407533, 10, 220
28.587485, 65.40917, 10, 220
28.586427, 65.413136, 10, 220
28.577661, 65.415082, 10, 220
28.580795, 65.419777, 10, 220
28.590709, 65.41625, 10, 220
25.996093, 63.04321, 10, 220
26.008127, 63.045935, 10, 220
25.997777, 63.054864, 10, 220
26.00045, 63.057418, 10, 220
26.001153, 63.045571, 10, 220
26.00318, 63.047668, 10, 220
25.999314, 63.046933, 10, 220
26.005616, 63.05518, 10, 220
25.991222, 63.051613, 10, 220
26.001129, 63.045066, 10, 220
